ID,Tweet,emo
1268,@TrvlGenieApp #travel #genie #itinerary #love #fun #f4f #sun #beach #happy woohoo awesome giveaway ! Thank you for the  amazing chance 😃,joy_2
1269,Welcoming @SheikhWaqqas to Abid Sher Ali types' league..thought he was better than that #Disappointing,disappoint_2
1270,4th grader recites #pi to more than 80 digits! #Impressive,confidence_impress
1271,The #Subtleties Of Raising #Confident #Girls https://t.co/4AGSiLVkZA @NamrataSadhvani @Awestruck_Aks @swatishriv @singlaprachi @paruljain81,confidence_impress
1272,"What a #disappointing experience @Game_Stores Brooklyn yesterday. Staff leaning on counters, no interest to assist.",disappoint_2
1273,RT @deadlysevenxo: I have this crazy #weekend ahead and it starts now with toast + cookie butter x #tgif #simplejoys #byecomfortzone #excit…,exciting_2
1274,"Fountain! #nashville #travel #exploring #adventure #healingsounds #peaceful @ Nashville, Tennessee https://t.co/2e9irDdplz",peace_relax
1275,"Looking forward, not backward :) #happy #sunday 💕✌🏻️ #thebestisyettocome https://t.co/OGxAvL2jrx",joy_2
1276,4th grader wins the school's contest by reciting #pi to more than 80 digits! #Impressive,confidence_impress
1277,Come here now to learn that you are not alone in your suffering. https://t.co/nBNud9mcQF #realtips #lifelessons #iheartradio #healing #joy,joy_2
1278,What happened to modesty now a days?!?! Girls are wearing less and less clothes now. #sad,sadness_depression
1279,@Chamniphavongsa I'm offended were supposed to be BFF's  Christina Yang... #disappointed,disappoint_2
1280,@_David_Edward Why was this not tweeted with an appropriate gif? #angry,anger_2
1281,Have a #Happy #Sunday https://t.co/TwPmMYUQ3Y,joy_2
1282,"@TANYAJFLYNN Oh, I understand! !💜 I have something for you!Tomorrow Sean is at venue 2 :( If you come I won't see you ! #sad Love you!",sadness_depression
1283,RT @vaidehisharma11: Yeeeeeeee......Coming Soon😍😍😍😍😍 #Excited #Waiting #cuteness_ki_factory  Loveeeeeee youuuuu💑😍😍😍😍😍😍😍😍😍😍😍 https://t.co/V7…,exciting_2
1284,#spiritual #Angry gorilla simulator: You need to do to adapt to the environment. The need to tear the city. Mater https://t.co/5JKsGTXEvF,anger_2
1285,I like to #smile no matter what. #happy #peaceful #peace #relax #chill https://t.co/sGiXFZgTE8,peace_relax
1286,Wish some people would learn they don't get to pick and chose when they want to be a parent #frustrated,disgust_frustration
1287,@OrlandoCitySC poor defense the whole half led to that. #Disappointing,disappoint_2
1288,To go watch the pies tomorrow or not... That is the question?! #notts #disappointed,disappoint_2
1289,RT @Asa_official: See you on May 1 at the Eko Convention Centre! #AsaLiveInLagos #excited https://t.co/vmTmQJTSyB,exciting_2
1290,@NBCBlacklist no no no!!!!! There is no show without red and Lizzie!!!! Stop showing these clips! #sad https://t.co/RVhgpu7uam,sadness_depression
1291,#happy earth day .,joy_2
1292,Today's Monday 😊😊😊 #peaceful 👏 roll on Saturday mon the fife👍😊😊,peace_relax
1293,inspiration @rondarousey #drawing #happy #progress #ink #art #artist #colours #draw #handdrawn… https://t.co/rHnVhzvF0q,joy_2
1294,"#Parenting an #angry, #anxious or over-the-top kid? Get HELP! https://t.co/YrdEtdPNBq #BLOOMparenting",anger_2
1295,Last run done before @LondonMarathon #excited #oneinamillion @IOWIGA @iwcpsport @wheelpower,exciting_2
1296,RT @NikitinDheerFC: @nikitindheer in @LifeOKTV 's thriller show Nagarjuna...All d best Niki..#Excited #Waiting https://t.co/2OJWEd69cL,exciting_2
1297,RT @NewsBreaksLive: #Angry and frustrated upstate #NewYork swings behind #Trump https://t.co/g8mYS7h0O1,anger_2
1298,Delivery from Germany. Exhibition prints on aluminium #horsebridge #art #photography #excited https://t.co/TJDOELVOwU,exciting_2
1299,@LETS_BREH0NEST Mmm! Did you make that beautiful sandwich? #impressed,confidence_impress
1300,bitches go to school &amp. still won't do anything to better their future .. become strippers &amp. shit 😩  #sad,sadness_depression
1301,Haven't been able to break Twitter's dictionary yet. #impressive,confidence_impress
1302,A friend with a blocked Heart Chakra could seem indifferent or uncaring. #sad #depressed #chakra,sadness_depression
1303,RT @OttilieQ: One of my favourite places #OQ #CalaBóquer #peaceful #beach #paradise #beautiful #guapa https://t.co/7A4HaJtRds https://t.co/…,peace_relax
1304,Nature never goes out of style! #Peaceful #green #nature #positiveenergy #planetearth #keepbreathing https://t.co/rh1NNiITMP,peace_relax
1305,why do I have to be on hold for sooo long with you?! @sfapriltraining #frustrated,disgust_frustration
1306,@anthonyinglis just booked for the beautiful Katherine Jenkins at Brum symphony hall this Xmas. Understand you will be conducting? #excited,exciting_2
1307,I want a dad #depressed #dads #dadfacts #plealse #help,sadness_depression
1308,@CNNMoney what is wrong with our country? How is putting a true hero on the $20 bill in place of a hardcore racist a bad idea? #disappointed,disappoint_2
1309,Beer garden fun in the sun. #sun #happy https://t.co/8BjzNECGKK,joy_2
1310,RT @ddlovato: So excited to see the new @PayPal commercial featuring #CONFIDENT! #paypal #newmoney #ad https://t.co/bfAdx0zlkH,confidence_impress
1311,@absoluteradio has been on in the office all day today. Playing some bangers! #impressed,confidence_impress
1312,Yesterday's night at Qlab 💥💥💥 never again sad #love #happy #dance @alessandramoschillo @aurorabetti @giacomourtis https://t.co/NnJqW5mooN,joy_2
1313,Still baffled at how none of my friends are 420 ready... #Disappointed #FourTwenty,disappoint_2
1314,RT @curricula_co: @VirginTrains Lounge #London customers access @curricula_co facilities and services #excited ultimate #experience https:/…,exciting_2
1315,Waiting for #otep to play @knitboise ! #readytorock #excited #waitingforotep… https://t.co/4z0Pepsej2,exciting_2
1316,"And, how long will this be continued? #disappointed https://t.co/P8I5420y6k",disappoint_2
1317,"@Airbnb_uk @Airbnb booking is for tmrrow, host just canceled. We are quite upset, on VERY short notice &amp. the poor compensation #frustrated",disgust_frustration
1318,I knew making a career change would be difficult but wtf why is it sooooooo few &amp. far between that jobs I want are posted. #frustrated,disgust_frustration
1319,I hate being a girl. I want to cry and throw up at the same time right now #periods #disgusted,disgust_frustration
1320,#flashback thinking and looking back to a #happy but yet #sad time https://t.co/KoCi11fP2r,sadness_depression
1321,Super Chill Friday #mood #relaxed #laidback #chill #ambient #melodic https://t.co/kdNF8HzErf,peace_relax
1322,RT @DeyinTaijiQuan: Simple Qigong to keep you #relaxed #calm #stressfree Happy Wednesday wherever you are 😊 https://t.co/seoJREOL9l,peace_relax
1323,https://t.co/FcmPSCwaJe #Service-orientedArchitecture #Joy #Breakthrough #How #Powerful #classics #Lifetime #Best #… https://t.co/Z2GbZeEPRi,joy_2
1324,Not good @tacobell #disappointed 🌮 https://t.co/6qkXKLROv2,disappoint_2
1325,#Angry son allegedly hangs mom's dog after being told to get a job https://t.co/9dh3oRU78s via @examinercom,anger_2
1326,RT @Drudge_Report_: #Angry and frustrated upstate #NEWYORK swings behind #Trump... https://t.co/ebaV4QtoPb,anger_2
1327,On my way to @OSerieux ! 🎉 #excited,exciting_2
1328,"A very relaxed Heather, ready for bedtime. 🐤🐣🐥🎼🎶 #partridge #partridgesilkie #silkie #relaxed… https://t.co/VYIEfqWss6",peace_relax
1329,"Guess what I got in the mail today!!!! #happy yes I know #prince died @ New York, New York https://t.co/pmP0Vydk1D",joy_2
1330,"Your food is no longer affordable @CarlsJr,  I'm #disappointed, but at least I'll be healthier. https://t.co/bjKOCzO37c",disappoint_2
1331,RT @Drudge_Report_: #Angry and frustrated upstate #NY swings behind #Trump... https://t.co/ebaV4QtoPb,anger_2
1332,My photo's just been accepted by @Stockimo &amp. it's now for sale on @Alamy #photography #excited https://t.co/CxSU5HGYSH,exciting_2
1333,https://t.co/Ytmw0KtCLg Pickles Dickson is crushed!!! #pickle #webcomic #crushed #Disappointing #life #cruel https://t.co/y4ZRXsPBIE,disappoint_2
1334,@jose3030 crazy power. Looks like he can take a punch too. #impressive,confidence_impress
1335,'Inspirational Flutes' https://t.co/UhviIIQ8Ap @BaszMM #flute #gamedev #Inspire #peaceful #nowplaying #seo https://t.co/wTxfWLNKS5 #indiedev,peace_relax
1336,#flowerchild #Angry bull up: You will dominate your bull and you will direct it whatever you want it to do. When https://t.co/A3QdWaFqiG,anger_2
1337,Momento #kite #sabado 🌊 #kitesurf moment. #happy #sunday 😃 #Afortunadas #tshirt #tees #sustainablefashion #paradise… https://t.co/6v9m8jqUPZ,joy_2
1338,Happy 420 from #Paris to alle the smokin' girls out there! &lt.3 More greets via @HIGH_TIMES_Mag #happy #420 #legalize https://t.co/EaMjnX4B5N,joy_2
1339,Ahmed Romel at work -  #Excited to hear full track https://t.co/4RMJN0D75W,exciting_2
1340,Quizzes You Have To Pass https://t.co/wlOlLyCYvm #Peaceful #Religion #Debate #Oxford #University,peace_relax
1341,Uhhh are we really going to go the route of burning all gun owners at the stake? Seriously? #sigh #disappointing #GreysAnatomy,disappoint_2
1342,#CommunityClass Edward is teaching the 8 #nightowls come out for some #nightsweats #breathe #move #sweat &amp. leave feeling totally #relaxed,peace_relax
1343,With all that is going on the world. Shout out to society right now on taking two steps back more and more frequently.  #disappointing,disappoint_2
1344,My world ❤  #LDR #party #love #distancesucks #happy #couple #cute… https://t.co/5dEl8IqCvy,joy_2
1345,.@seanhannity You've lost me. Your interviews with Trump are nothing but propaganda. #disgusted,disgust_frustration
1346,Damn didn't go to the gym today.. #Disappointed #Angry #Disgusted,disgust_frustration
1347,#l4l #_ig.followers.forfree._ #photos #lovers #photooftheday #followers #mountains #funk #sad… https://t.co/hJS24jxqKz,sadness_depression
1348,RT @devonnebydemi: Almost a year later and she's still cool for the summer! 🙏 #Confident https://t.co/twDYeKDITJ,confidence_impress
1349,So disappointed in the way Stony Brook Hospital is treating me and my mom.. Act like a professional😡😡 #frustrated,disgust_frustration
1350,"Sad.@edenlifenig: I'm in shock. Another icon is gone, and so young. RIP Prince #sad (cont) https://t.co/UcmjcNUZnL",sadness_depression
1351,So we're about to find out what it sounds like when the Dove's cry.  #Prince #PurpleRain #artistformerlyknownasalive #sad,sadness_depression
1352,RT @devonnebydemi: Almost a year later and she's still cool for the summer! 🙏 #Confident https://t.co/twDYeKDITJ,confidence_impress
1353,@haleydanowski he's holding the chopsticks wrong #disappointed,disappoint_2
1354,"SEXUAL ASSAULT AWARENESS MONTH! Sexual assault is a serious matter, so don't joke about.. #youdontknowthepain #angry https://t.co/U6NFAxV16j",anger_2
1355,#RAWLondon TOMORROW! #excited,exciting_2
1356,We have been trying to become members but no one has called us back @DeeringEstate #fail #disappointed,disappoint_2
1357,Happy Monday Everybody 💗 #happy #Monday #have #A #good #week https://t.co/Ph0G25FFWN,joy_2
1358,"Concert thoughts: I would probably break my ankles standing on heels like that, let alone jump on them #impressive",confidence_impress
1359,@mac_celebteam @danwootton @macmillancancer @KathJenkins @TheSun Very disillusioned with Macmillan team #disappointing,disappoint_2
1360,New showreel with The Showreel Company next week. It's going to be epic #excited #startofsomethingnew #actorslife,exciting_2
1361,"IG: https://t.co/K5SCjctELY """"Clouds be like... #angry #sky #clouds #weather #canada #storms #stormseason #spring #skylovers #stormy"""" ~kim_…",anger_2
1362,Typical British seaside scene :) #happy #crosby #beach #uk https://t.co/OVX6BvLGtM,joy_2
1363,LIVE on #Periscope: Still not home. Someone passed away. #Sad  #Shocked  https://t.co/qcilewcnVo,sadness_depression
1364,RT @KrisJenner: Friday morning on the other side of the world and this is my office situation today... #blessed #grateful #peaceful https:/…,peace_relax
1365,Love to find pics of me! (not my pic) Because vacation.  #happy #beach #vacation #love #like #icecream #mcdonalds #dippindots #couldntdecid…,joy_2
1366,@md_1010xl @TheMalikJackson or Tim Tebow? #excited @1010XLTyler,exciting_2
1367,Damn it's good to be home! #notraffic #peaceful #islandgirl,peace_relax
1368,Amazing dinner @FoxhillManor. Got back to the room to discover these. Very welcomed. #tired #relaxed https://t.co/ephvuTejTw,peace_relax
1369,Rejoiced to see #Mela at #Bhakna Kalan and feeling overwhelmed by their warm welcome.  #SAD https://t.co/DtmQ8OAfxV,sadness_depression
1370,"Little by little, a little becomes a lot. #loveit! #happy #stepbystep https://t.co/LyPaKdhv0K",joy_2
1371,"Sunday is lego day #LeviAbelva #boymom #lego #Happy @ Bandung, Indonesia https://t.co/hPCeGHycgp",joy_2
1372,RT @RemingtonHope: be good to yourself  #yoga #balance #yogaeverydamnday #peaceful #run #yogalove https://t.co/m0QUnibtvq,peace_relax
1373,"Just favorited """"#Deep House #Happy Hour #104"""" by @Madeinfredd on Mixcloud https://t.co/AsMw43hAPh",joy_2
1374,RT @AlexSanabriaR: #peaceful  #sunset #florida #6secondsofcalm (Vine by Sue &amp. Gooty Goo) https://t.co/6qhVT66MDN,peace_relax
1375,"#ChaseFogarty #ParkerBroadfoot What the hell were u thinking?!? Chase, I always thought of u as a really good kid. Cant now. #Disgusted",disgust_frustration
1376,The weather alone outside makes me #HAPPY! And I didn't even count my #BLESSINGS yet!😎😎😎😎😎😎,joy_2
1377,"@WMidsAlerts @KernowKop unacceptable, police should be treated with respect for doing their very best to keep us all safe from harm. #angry",anger_2
1378,6pm today #excited #ICanCreate https://t.co/UsAbGCDt71,exciting_2
1379,RT @StcyJyneFrancis: Have you got Monday blues?!?! Well tickets are still available for @NetballMCRLive at https://t.co/W9xbugyc4i until 2p…,exciting_2
1380,RT @AcademyCSW: Very exciting times ahead for ourselves here at #ACSW 😬  Keep an eye out over the next couple of months #excited #pt #fitne…,exciting_2
1381,"what's more narcissistic. #Kobe farewell or sports writer """"going against the grain"""" to get ppl talking about him? #desperate #lakers #KB20",sadness_depression
1382,Well done girl✌😘 #happyface #happy #woman #beautiful #brunettegirl #picoftheday #awesome #follow… https://t.co/Ot91GZpFG0,joy_2
1383,why do I have to be on hold for sooo long with you?! @SFAprilTraining #frustrated,disgust_frustration
1384,Wish u all a #wonderful #happy #weekend!!!  💕 😄 🎉🔆 #happyweekend #instapic #instadaily… https://t.co/go0oikVb6r,joy_2
1385,❤️😝somehow I'm just feeling happy #happy #lovelife,joy_2
1386,Holy intense rain! 🌧 jumping into bed now! #cozy #peaceful,peace_relax
1387,RT @NoelleQuenHope: Tonight lets watch as Serena says I love to Tenten 😊 #DolceAmoreILoveYou #excited https://t.co/YyLCHZ6QjA,exciting_2
1388,RT @NewsBreaksLive: #Angry and frustrated upstate #NewYork swings behind #Trump... https://t.co/Ape0QJuTr4,anger_2
1389,Agreed. I'll pay off my student loans when I'm 43...I'm 23 right now. #sad  https://t.co/migybh176w,sadness_depression
1390,RT @Drudge_Report_: #Angry and frustrated upstate #NY swings behind #Trump... https://t.co/ebaV4QtoPb,anger_2
1391,OMG!!! Hollow Crown trailer! Looks awesome. #excited,exciting_2
1392,RT @PritchardElin: Half way home and stopped off in Halifax for a Mozart req and Gounod Messe Solennelle @HfxChoralSoc #excited!,exciting_2
1393,by @wedream8 Welcome to LA 🌴 #WelcometoLosAngeles 🎶  #california #goodvibes #cali #dream #music #producer #happy #v… https://t.co/bPw1IwkKYc,joy_2
1394,"ETSOS Spring Newsletter out at lunchtime.... with @MissLaurenRiley from @thelinkappHQ ,flexible working @InterlinkR ,&amp.@LandmarkUK #excited",exciting_2
1395,@kianssubwayy my dad blocked me on facebook #sad,sadness_depression
1396,RT @TJae78: R.I.P. Doug Banks #sad #V103 #Chicago #radio https://t.co/AVr4eys3Fi,sadness_depression
1397,Err:508,confidence_impress
1398,There's so much stupidity all over social media. I can't even fight it anymore.  Is this really what our world is like? #Disappointed,disappoint_2
1399,Cool photo of Lady Liberty: #JSLIV #NYC #statueofliberty #bubbles #hudson #happy 😊😊😊 by toshialee Great shot! https://t.co/gcRG8ZK34V,joy_2
1400,Hi there little fellow #Sweden #Rabbit #Animals #Nature #Woods #Forest #Peaceful #North #Nordic #Day #Sunday https://t.co/HBEpD0ZMXv,peace_relax
1401,Niggas barely making it out here the only thing they have is a opinion about another Nigga #Sad,sadness_depression
1402,Protesting against cleaning the dishes shouldn't be this hard... #frustrated #roomieprobs,disgust_frustration
1403,Fri 9am #strength &amp. #stability #yoga practice! Get #strong. Get #confident. Get #sore. Register here: https://t.co/nB0uiF4OyN,confidence_impress
1404,"@Jrockcalgary there's no escaping this harsh reality, it's truly a nightmare. People will realize once their pocket books are affected! #Sad",sadness_depression
1405,So one player getting boo's when coming on and another not getting the credit he deserves #samson #chalmers Some fans need to chill #sad,sadness_depression
1406,Yes we benefit BUT not sure society benefits. Next wacko losing it w/ a gun probably has debt up his wazoo #sad  https://t.co/KBzOSUd2Ij,sadness_depression
1407,Chilled Saturday night in. Football and puzzles. #FamilyTime #Relaxed #FACup https://t.co/ZL9BSW93xF,peace_relax
1408,Better start learning for my #holiday #spain #majorca #excited #tramuntanamountains #valdemossa https://t.co/Th55lLmAoj,exciting_2
1409,'Your parcel has safely been delivered to garage'. @boohoo do I complain to you or Hermes for damages? #angry !! https://t.co/afQDNRd8Mj,anger_2
1410,RT @YogaByChandra: Join me for a #peaceful retreat in Jamaica &gt. Summer bliss #YogaRetreat &amp. #meditation in the beautiful Caribbean Sea http…,peace_relax
1411,Aaaand then the EFFING internet connection had to throw my off my roll!! #angry #firstworldproblems #freelancerproblems,anger_2
1412,#SAD #BJP govt to safeguard #Punjab's legitimate rights at any cost: #Majithia https://t.co/gjADlW3rAN https://t.co/rZkWPqYTTq,sadness_depression
1413,Columbia College visit friday #excited,exciting_2
1414,This afternoon I'm busy with zips! #zips #sewing #happy https://t.co/yUjyFxOvnV,joy_2
1415,I've never been so #sad i just finished both seasons of #TokyoGhoul oh and i guess  #PrinceRIP,sadness_depression
1416,Have My Lover Stop Being Angry at Me visit us..&gt.&gt.&gt. https://t.co/NlEpO0h1s5 #lover #angry #friend #astrologer #love https://t.co/ltFwap6IF6,anger_2
1417,we cld learn about how 2 treat others fm babies #lipstickandpacifiers #momblog #babies #mom #giggles #joy #laughter https://t.co/y97CTaMDZA,joy_2
1418,RT @yespunjab: #SAD tells #Amarinder not to incite farmers by spreading lies about 'Food Grain #Scam' https://t.co/X6ugfmzxoP https://t.co/…,sadness_depression
1419,@AlisonReyxxx oh wow! #impressed #ThatsMyGirl,confidence_impress
1420,Emotions play such a big part in your job search! #jobsearch #emotions #happy #sad #careers #careeradvice,joy_2
1421,"I hate my life so much lately... I mean, i wouldn't kill myself.. I just wish something killed me unexpectedly, quickly... #sad",sadness_depression
1422,Busy day steaming our brides beautiful wedding dresses as they arrive in store. #excited… https://t.co/8OQ7qe1rRs,exciting_2
1423,#ripchyna what she did for the buisness can never be denied. May she rest in peace. #thehoddershow #wwe #chyna #rip #tragic #sad,sadness_depression
1424,RT @tashamanshahar: Fitting session. #countingdays #excited 🙈😅😍💖 https://t.co/nrYbIPeiGs,exciting_2
1425,#Cat #Kitty #happy Puddles Place:,joy_2
1426,Being drawn on for my tattoo! #lines #green #tattoo #excited https://t.co/dXoIvRiitI,exciting_2
1427,RT @ddlovato: So excited to see the new @PayPal commercial featuring #CONFIDENT! #paypal #newmoney #ad https://t.co/bfAdx0zlkH,confidence_impress
1428,ITS REALLY GREAT HAVING A DOCTORS THAT CANT GIVE YOU AN APPOINTMENT FOR LIKE A MONTH  #angry,anger_2
1429,My tl isn't working ugh I'm #sad,sadness_depression
1430,How much do you #like this #angry face? BMW 525 D https://t.co/mn3P1mvMqJ https://t.co/fgcd2D4OCR,anger_2
1431,I cannot understand the mind of my parents. #frustrated,disgust_frustration
1432,"Good morning! It's a beautiful new day,  the sun is shining and my heart is filled with #Happy Thoughts! Have a Wonderful #Thursday! 🌞💙😄",joy_2
1433,Tried to play #GT6 on my @PlayStation 3 for the first time in a while.  Been updating for 6 hours bow. #disappointed #kids,disappoint_2
1434,All smiles today! #happy 😊 https://t.co/xtoBjsoqGY,joy_2
1435,Come on! I wanna see those #Happy faces! #SmileSaturday #MommyhoodABCs https://t.co/AOgoUrvx11,joy_2
1436,RT @Asli_Jacqueline: Prepped up for my performance tonight at the grand finale of #missindia2016 at @yrf studios. #excited It's gonna be gr…,exciting_2
1437,Tomorrow at this time I'll be on my way to the world center Marriott to check in for @PlaylistLive #playlistlive #orlando #excited,exciting_2
1438,RT @bocastruelove: @ddlovato felt #CONFIDENT today so I decided to sing some #DEMI lol! hope you like it! 🐻💜 https://t.co/Ok99lJxKug,confidence_impress
1439,Owner of Havasupai horses accused of animal abuse https://t.co/iWzKeFd5Ix via @HorseFund #horses #Arizona #sad https://t.co/wtV6PZ9Ewl,sadness_depression
1440,"First picture of our ""Morocco"" Jacket, Inspired by Spectre (James Bond) will hit our Twitter &amp. Facebook tomorrow! #mondaymotivation #excited",exciting_2
1441,Very #Impressive: We Grew Our Company #Blog to 3 Million Visitors. Here's How - https://t.co/9jmiW02fzZ,confidence_impress
1442,"19 languages in the pocket, #HIQ #HFA #Canada /#USA #dreaming... #tired #disappointed #sick from my #French #dream. https://t.co/bOU6QEQbG0",disappoint_2
1443,"Well I did have a #peaceful night, how about you?! 🙂",peace_relax
1444,@amazingprophet you're salty #salty #angry #frustrated #enraged #salty,anger_2
1445,RT @ReasonsSmiIe: Demi is beautiful the way she is. #Confident https://t.co/0g7m9pKuh2,confidence_impress
1446,CAH believe a stayed up until now for NO excitement #GoTSeason6 #disappointed,disappoint_2
1447,RT @Simonna: Sometimes you have to be a bitch to get things done. - @Madonna 🐉💚 #confident #snapchat #follow #snapcode https://t.co/FQr2jh9…,confidence_impress
1448,@iamsrk Finally #Fan #excited,exciting_2
1449,RT @ManHeeLeePeace: I want to live in a #peaceful #world soon. #worldpeace #hwpl #525hifive #peacewalk https://t.co/2Fv5sOBdDh,peace_relax
1450,RT EducationalPics: White blood cells attacking and engulfing a Parasite https://t.co/oAoXEDKzOM #sad #Motivation,sadness_depression
1451,Ready to go on a tour through an Irish castle. 😍 #excited,exciting_2
1452,I'll be up there soon! #excited #suspension https://t.co/Ozcoxwt1Ss,exciting_2
1453,@redhead4trump Its becoming apparent they feel the same way we all do about him! #CreepyTed #NeverCruz #DisgusTED 😂 https://t.co/xAp8G7Yd60,disgust_frustration
1454,SRK Acting was Wonderful but #FAN Collections Dropped Day by Day it's not Good for this Masterpiece  #Disappointed https://t.co/dg0EyCmBzL,disappoint_2
1455,The death of #Prince is hitting me pretty hard.  He was/is a MAJOR influence on me.  I just played #PurpleRain on #vinyl in his memory. #sad,sadness_depression
1456,@Dann1O too flipping excited to be escaping to the desert to hang with my girl 💖👭 #besties #girltime #funtimes #excited xxx,exciting_2
1457,"RT @PangolinLondon: Ceramic Art London 2016 takes place this weekend @CSM_news Amongst others, #excited to see Tanya Gomes's Porcelains. ht…",exciting_2
1458,RT @JocelynMorley: Thanks for the Bridesmaids Bags @totesamazbags very cute #excited #wedding2016 #countdown #mallorca #vineyard 💛 https://…,exciting_2
1459,@Iltse_x0x That lobster looks perfect! Did you make that at home?? #impressed,confidence_impress
1460,York ME off season is one of my favorite places. Nothing is open but I don't care #abandoned #ghosttown #peaceful https://t.co/DT9dTDPlHV,peace_relax
1461,4th grader recites #pi to more than 80 digits! #Impressive,confidence_impress
1462,Ceri left and no blood was spilled. #disappointing #TheBachelorNZ,disappoint_2
1463,@EmilyWilson357 @mimahhopebryan doesn't it make you lol when silly girls can't get there own D so they try and get someone else's.#desperate,sadness_depression
1464,I am sry @_KathrynEdwards I like u a lot but this first part is really beat around the bush at least 4 40min #disappointed #RHOBH,disappoint_2
1465,RT @koolhead17: Dear @RanaAyyub @BDUTT @sardesairajdeep You folks are disgrace to the nation &amp.  have taken indian journalism to new low.  #…,sadness_depression
1466,#me #selfie #cute #sun #sunset #love #california#travel #like4like #followme #picoftheday#amazing #smile #happy #li… https://t.co/7U5y1XdXR1,joy_2
1467,Thanks @Showbie for getting back to us so quickly!! #Impressive  https://t.co/GNVLcr4nUX,confidence_impress
1468,"RT @Peace_Women: #DRC: Sentencing #peaceful #activists, 5 men/1 #woman, to prison is part of growing crackdown on independent voices: https…",peace_relax
1469,I am thankful for dancing. #thankful #positive #happy  https://t.co/KzZtjLIGcq https://t.co/lxOeEFUAXc,joy_2
1470,Summer in nyc 🐥  #backyard #newyork #home #sun #happy #spring #nature #me #smile #day #relax… https://t.co/saQBRqSR4T,joy_2
1471,I finally get a #writing job and I'm told I can use #puns - things just got interesting! #writer #excited,exciting_2
1472,"RT @ashokepandit: We beg from d same #God for water after destroying hs creation like trees,Mountains,Lakes,mangroves to replace it with br…",sadness_depression
1473,#Scary.Don't read this #book if you don't like #thrillers! Haunted From Within. https://t.co/qhBIsGtYRG #happy #bookclubs,joy_2
1474,"RT @TortoiseTravel: 90% on the exam, just a couple more dives then I'm qualified. #excited #travel #LifeLongLearning",exciting_2
1475,20 days until we head off to Las Vegas for our stay at @AriaLV to celebrate Lew's birthday in style! #travel #vegas #excited #birthday,exciting_2
1476,Seriously on my last fucking nerve today!!!!!! .... #angry #necksnappingmood...,anger_2
1477,RARE #BLUE EYES #Polar Bear https://t.co/ujaYF7oTil #followforfollow #Smile #Happy #Love #Girls https://t.co/BVMounQHGP,joy_2
1478,"In #UNSC debate on #terrorism: #Malaysia notes that their people had to #overcome divisions and develop #tolerant, #peaceful society",peace_relax
1479,Hello #bedshour hope everyone is well? Busy week for us! Its our Ball on saturday!! #excited #party #blacktie https://t.co/hEWnSxqSFr,exciting_2
1480,@anthonyfjoshua first title defence soo close! Can't wait! Back to the o2 #excited 👊🏻💥 #AnthonyJoshua #champ https://t.co/jnGaTLsEMY,exciting_2
1481,I only wanted to see you laughing in the #purplerain #prince #legend #sad https://t.co/YJh7GHnwB4,sadness_depression
1482,RT @KrisJenner: Friday morning on the other side of the world and this is my office situation today... #blessed #grateful #peaceful https:/…,peace_relax
1483,Still 1 dy 2 gooo....... #Sarrainodu izz on d way #excited 😊😊 https://t.co/nVmodIvNsD,exciting_2
1484,"@seanhannity turned out to be an intellectually dishonest hack, mouthing principles he doesn't believe #Sad",sadness_depression
1485,The Bluebells are out! #gingham #blue #bluebells #bluebell  #forest #daylight #happy #summer… https://t.co/qW4lhIWYZR,joy_2
1486,@Telstra why is my home internet not going but 3G is? #frustrated,disgust_frustration
1487,What's wrong with being #confident??#GoKitty! https://t.co/hWQVK940NB,confidence_impress
1488,#HomeSweetHome #GoodSunday #AustinTexas #Relaxed #Grateful #MissU @ Walnut Creek Mountain Bike… https://t.co/KAzwJ9dHnA,peace_relax
1489,@Letsknitmag @cityknitsUK1 @LondonKnitters I can't wait #excited #fun #yarntastic #crafty #knitting #crochet,exciting_2
1490,@jsnowden1 @PeachyKeech  @ClementsLandon Reaction was too callous and cold. #disappointed,disappoint_2
1491,Confidence is important. #hotman #wow #thankful #confident https://t.co/ua8ofPvH9D,confidence_impress
1492,"Be #debtfree, #healthy &amp. #happy with Team @InstaGoodUs this summer! Apply Here &gt.&gt.  https://t.co/Y8nCsskQ2E",joy_2
1493,RT @Deezer: Add us on Snapchat (Deezermusic) to follow @ThisIsPVRIS' acoustic concert! #excited https://t.co/ngzfdFZX9i,exciting_2
1494,#Repost @uziemutz with repostapp ・・・ My second family 👬👫👭 #friends #friendship #smile #happy… https://t.co/OsPm7xEGj1,joy_2
1495,RT @timfromzim: #peaceful #clouds across the #save #valley @timfromzim @africageo @onRouteMagazine @zimbabwetravel https://t.co/IAjFLjNowS,peace_relax
1496,In love ❤❤❤❤ #happy #bmw #bólido #x3 #inlove #amoreuse #feliz #fun #juguetenuevo https://t.co/vuDr7hwMXY,joy_2
1497,I wish I could just have a normal conversation with you. 😩 - - - - - - - #grunge #aesthetic #depressed #depression … https://t.co/fSkiQjpDlx,sadness_depression
1498,RT @RespectAQ: When I die I want the players and Manager of @Arsenal to carry my coffin to the grave so that they can let me down one last…,anger_2
1499,"You are a coward and do not have #faith in #God. You can not leave it in His hands, or you become #afraid and must have #control.  #angry",anger_2
1500,Yeah...I fell for his everything 😍😘 Going to school..😭😭 @justinbieber 😄 #happy #toptags #happydays @top.tags #happy… https://t.co/Qwsw24j6wL,joy_2
